EstC;Ndep;Renda;TipoR;Vbem;Nparc;Vparc;Nveic;CC;Tel; Idade ;TmpTrab;Entrada;Classe
1;0;8000;0;449;3;167;0;0;0;47;48;0;1
1;0;8000;0;320;2;171;0;0;0;47;48;0;1
1;0;1500;0;412;9;67;0;0;1;45;24;0;1
0;0;306;0;461;6;58;0;0;0;44;12;200;1
0;0;300;0;331;6;64;0;0;0;44;12;50;1
1;0;450;0;426;15;54;0;0;0;44;12;0;1
0;0;600;0;469;12;55;0;0;0;44;12;69;1
0;0;360;0;528;10;58;0;0;0;43;0;150;1
0;0;500;0;730;10;111;0;0;0;43;0;0;1
0;0;371;0;486;12;66;0;0;1;43;0;0;1
1;0;1499;0;1854;4;372;0;0;0;43;0;372;1
0;0;700;0;864;12;117;0;0;0;43;0;0;1
0;0;334;0;410;10;63;0;0;0;43;0;0;1
0;0;555;0;648;4;100;0;0;0;43;0;250;1
0;0;364;0;337;5;66;0;0;0;43;0;66;1
0;0;420;0;379;6;64;0;0;0;43;0;0;1
1;0;520;0;468;4;95;0;0;0;43;0;95;1
1;0;350;0;302;4;89;0;0;1;43;0;0;1
0;0;500;0;362;3;135;0;0;0;43;0;0;1
0;0;1800;0;1296;2;434;0;0;0;43;0;434;1
0;0;840;0;593;9;83;0;0;0;43;0;83;1
1;0;800;0;531;6;89;0;0;0;43;0;0;1
0;0;553;0;355;4;90;0;0;0;43;0;0;1
0;0;500;0;311;6;69;0;0;0;43;0;0;1
0;0;871;0;528;5;88;0;0;0;43;0;88;1
0;0;776;0;459;9;65;0;0;1;43;0;65;1
0;0;898;0;530;15;67;0;0;0;43;0;0;1
0;0;680;0;397;10;61;0;0;0;43;0;0;1
2;0;1070;0;519;11;60;0;0;0;43;0;60;1
0;0;1238;0;598;12;82;0;0;0;43;0;0;1
0;0;1240;0;574;4;98;0;0;0;43;0;249;1
0;0;800;0;328;2;111;0;0;0;43;0;111;1
1;0;1300;0;518;11;60;0;0;1;43;0;60;1
1;0;1499;0;577;4;117;0;0;0;43;0;117;1
0;0;1200;0;405;2;137;0;0;0;43;0;137;1
0;0;1181;0;396;2;134;0;0;0;43;0;134;1
1;0;1700;0;528;3;176;0;0;0;43;0;0;1
0;0;1275;0;396;12;54;0;0;0;43;0;0;1
0;0;1340;0;359;2;122;0;0;0;43;0;122;1
0;0;3000;0;383;2;128;0;0;0;43;0;128;1
0;0;2907;0;350;2;119;0;0;0;43;0;119;1
0;2;400;0;505;10;70;0;0;0;43;6;0;1
0;0;1500;0;749;10;114;0;0;1;67;300;0;1
1;0;750;0;521;12;72;0;0;1;62;240;0;1
0;0;580;0;946;12;129;0;0;0;60;216;0;1
0;0;1000;0;1080;3;294;0;0;1;57;180;294;1
1;0;1505;0;495;10;76;0;0;1;57;180;0;1
0;0;438;0;664;12;90;0;0;0;54;144;0;1
3;0;370;0;445;10;68;0;0;0;52;120;0;1
0;0;528;0;554;9;82;0;0;0;47;60;60;1
0;0;800;0;550;3;206;0;0;0;47;60;0;1
1;0;800;0;1266;9;141;0;0;0;46;48;0;1
1;0;476;0;723;6;109;0;0;0;46;48;77;1
1;0;476;0;651;6;109;0;0;0;46;48;0;1
1;0;500;0;552;4;119;0;0;0;46;48;119;1
1;0;500;0;552;4;119;0;0;0;46;48;119;1
1;0;380;0;419;6;71;0;0;0;46;48;0;1
1;0;841;0;909;6;152;0;0;0;46;48;0;1
0;0;516;0;552;4;119;0;0;0;46;48;119;1
1;0;840;0;864;12;106;0;0;0;46;48;0;1
0;0;474;0;468;8;80;0;0;0;46;48;0;1
1;0;500;0;475;5;80;0;0;0;46;48;80;1
0;0;640;0;585;6;121;0;0;0;46;48;0;1
1;0;630;0;573;3;192;0;0;0;46;48;0;1
1;0;620;0;538;5;133;0;0;0;46;48;0;1
1;0;480;0;414;4;105;0;0;0;46;48;0;1
0;0;859;0;719;6;147;0;0;0;46;48;0;1
1;0;430;0;341;6;58;0;0;0;46;48;0;1
1;0;1742;0;1375;4;276;0;0;0;46;48;276;1
1;0;500;0;395;3;144;0;0;0;46;48;0;1
1;0;887;0;685;2;103;0;0;0;46;48;500;1
3;0;562;0;399;11;56;0;0;0;46;48;0;1
1;0;1646;0;1134;3;311;0;0;0;46;48;311;1
1;0;580;0;399;9;60;0;0;0;46;48;0;1
1;0;728;0;489;12;62;0;0;0;46;48;0;1
0;0;791;0;508;3;114;0;0;0;46;48;208;1
0;0;800;0;508;3;140;0;0;0;46;48;140;1
1;0;880;0;552;4;119;0;0;0;46;48;119;1
0;0;750;0;454;4;90;0;0;0;46;48;99;1
1;0;1000;0;595;3;115;0;0;0;46;48;300;1
1;0;1397;0;738;6;153;0;0;0;46;48;0;1
1;0;600;0;315;2;171;0;0;0;46;48;0;1
3;0;600;0;309;6;68;0;0;0;46;48;0;1
0;0;1330;0;674;2;227;0;0;0;46;48;227;1
1;0;1100;0;478;4;138;0;0;0;46;48;0;1
1;0;1300;0;552;4;119;0;0;0;46;48;119;1
1;0;1381;0;552;4;119;0;0;0;46;48;119;1
0;0;1433;0;553;4;112;0;0;0;46;48;112;1
1;0;900;0;343;3;130;0;0;0;46;48;0;1
1;0;1500;0;552;4;119;0;0;0;46;48;119;1
0;0;1834;0;529;6;111;0;0;0;46;48;0;1
1;0;1280;0;354;1;370;0;0;0;46;48;0;1
1;0;2000;0;552;4;119;0;0;0;46;48;119;1
0;0;2000;0;552;4;119;0;0;0;46;48;119;1
2;0;2000;0;549;5;131;0;0;0;46;48;0;1
0;0;1700;0;459;1;237;0;0;0;46;48;237;1
0;0;2060;0;549;3;206;0;0;0;46;48;0;1
1;0;1825;0;486;4;144;0;0;0;46;48;0;1
1;0;1704;0;429;6;89;0;0;0;46;48;0;1
1;0;5000;0;1258;6;260;0;0;0;46;48;0;1
1;0;3800;0;657;4;133;0;0;0;46;48;133;1
0;0;2780;0;449;6;92;0;0;0;46;48;0;1
1;0;3000;0;364;2;194;0;0;0;46;48;0;1
1;0;5000;0;552;4;119;0;0;0;46;48;119;1
1;0;5000;0;420;2;225;0;0;0;46;48;0;1
1;0;5000;0;382;3;142;0;0;0;46;48;0;1
1;0;4000;0;304;2;162;0;0;0;46;48;0;1
1;0;8000;0;375;3;137;0;0;0;46;48;0;1
3;0;390;0;448;12;61;0;0;0;45;36;0;1
0;0;365;0;350;6;67;0;0;0;45;36;50;1
1;0;775;0;356;6;79;0;0;1;43;12;0;1
1;0;775;0;311;6;69;0;0;1;43;12;0;1
0;0;1127;0;1856;5;310;0;0;0;42;0;310;1
0;0;485;0;745;9;75;0;0;0;42;0;75;1
0;0;342;0;459;6;86;0;0;0;42;0;80;1
0;0;552;0;666;5;134;0;0;0;42;0;0;1
1;0;370;0;443;12;60;0;0;1;42;0;0;1
1;0;360;0;429;11;54;0;0;0;42;0;50;1
0;0;350;0;387;10;59;0;0;0;42;0;0;1
0;0;474;0;460;10;70;0;0;0;42;0;0;1
0;0;800;0;719;10;110;0;0;0;42;0;0;1
0;0;450;0;404;15;51;0;0;0;42;0;0;1
0;0;431;0;384;10;59;0;0;0;42;0;0;1
0;0;1145;0;943;2;316;0;0;0;42;0;316;1
0;0;877;0;702;2;236;0;0;0;42;0;236;1
0;0;588;0;453;18;52;0;0;0;42;0;0;1
0;0;1000;0;753;2;253;0;0;0;42;0;253;1
1;0;607;0;440;6;80;0;0;1;42;0;80;1
0;0;650;0;471;5;79;0;0;0;42;0;79;1
0;0;1127;0;691;5;132;0;0;0;42;0;150;1
0;0;627;0;368;2;125;0;0;0;42;0;125;1
0;0;806;0;459;12;63;0;0;0;42;0;0;1
0;0;1400;0;769;6;129;0;0;0;42;0;0;1
0;0;680;0;365;3;122;0;0;0;42;0;0;1
0;0;1750;0;937;5;157;0;0;0;42;0;157;1
0;0;600;0;306;2;65;0;0;0;42;0;181;1
0;0;1649;0;561;11;65;0;0;1;42;0;65;1
0;0;1909;0;598;12;76;0;0;0;42;0;0;1
0;0;1823;0;479;4;97;0;0;0;42;0;97;1
0;0;2000;0;465;2;157;0;0;0;42;0;157;1
0;0;2627;0;387;3;129;0;0;0;42;0;0;1
0;0;2216;0;317;2;107;0;0;0;42;0;108;1
0;0;3050;0;390;4;78;0;0;0;42;0;83;1
0;3;307;0;458;10;67;0;0;0;42;6;0;1
0;0;815;0;480;10;66;0;0;0;42;6;0;1
0;0;4048;0;1278;6;185;0;0;0;42;6;400;1
0;0;1900;0;325;3;124;0;0;0;42;6;0;1
0;0;4048;0;396;6;85;0;0;0;42;6;0;1
1;0;1000;0;780;4;178;0;0;1;61;240;178;1
0;0;900;0;702;12;95;0;0;1;61;240;0;1
1;0;1500;0;700;5;137;0;0;1;58;204;137;1
2;0;360;0;360;10;55;0;0;0;56;180;0;1
1;0;612;0;457;2;113;0;0;1;56;180;250;1
0;0;300;0;440;3;73;0;0;0;51;120;244;1
0;0;350;0;396;6;88;0;0;0;51;120;0;1
0;0;500;0;320;9;52;0;0;0;51;120;0;1
0;0;2000;0;446;4;132;0;0;1;51;120;0;1
0;0;358;0;510;12;70;0;0;0;50;108;0;1
0;0;565;0;546;6;128;0;0;1;49;96;0;1
0;0;1248;0;566;12;78;0;0;1;46;60;0;1
1;0;433;0;950;12;86;0;0;0;45;48;250;1
0;0;300;0;508;6;74;0;0;0;45;48;150;1
0;0;1148;0;1807;12;222;0;0;0;45;48;0;1
0;0;1064;0;1449;4;291;0;0;0;45;48;291;1
1;0;300;0;392;6;66;0;0;0;45;48;0;1
0;0;480;0;550;10;84;0;0;1;45;48;0;1
1;0;500;0;552;4;119;0;0;0;45;48;119;1
1;0;500;0;552;4;119;0;0;0;45;48;119;1
1;0;351;0;362;6;77;0;0;0;45;48;0;1
1;0;396;0;389;6;82;0;0;0;45;48;0;1
1;0;720;0;705;4;177;0;0;0;45;48;0;1
1;0;400;0;373;6;63;0;0;0;45;48;0;1
1;0;350;0;322;4;60;0;0;0;45;48;85;1
1;0;602;0;552;4;119;0;0;0;45;48;119;1
1;0;650;0;579;2;151;0;0;0;45;48;280;1
1;0;400;0;354;6;60;0;0;0;45;48;0;1
0;0;698;0;614;2;207;0;0;0;45;48;207;1
1;0;729;0;600;6;124;0;0;0;45;48;0;1
1;0;651;0;529;12;65;0;0;0;45;48;0;1
1;0;500;0;392;3;146;0;0;0;45;48;0;1
1;0;480;0;374;3;139;0;0;0;45;48;0;1
1;0;719;0;552;4;119;0;0;0;45;48;119;1
1;0;500;0;354;3;132;0;0;0;45;48;0;1
1;0;500;0;328;3;122;0;0;0;45;48;0;1
1;0;600;0;389;5;66;0;0;0;45;48;66;1
1;0;560;0;357;6;60;0;0;0;45;48;0;1
0;0;833;0;529;12;65;0;0;0;45;48;0;1
1;0;500;0;313;3;116;0;0;0;45;48;0;1
1;0;575;0;344;3;128;0;0;0;45;48;0;1
1;0;688;0;389;6;81;0;0;0;45;48;0;1
1;0;1000;0;552;4;119;0;0;0;45;48;119;1
1;0;957;0;519;3;195;0;0;0;45;48;0;1
0;0;1500;0;803;2;270;0;0;0;45;48;270;1
1;0;600;0;316;4;80;0;0;0;45;48;0;1
1;0;700;0;366;6;62;0;0;0;45;48;0;1
1;0;1200;0;620;6;129;0;0;0;45;48;0;1
1;0;1000;0;468;2;158;0;0;0;45;48;158;1
0;0;914;0;426;2;144;0;0;0;45;48;144;1
0;0;1200;0;529;4;153;0;0;0;45;48;0;1
1;0;1124;0;480;6;81;0;0;0;45;48;0;1
1;0;860;0;364;4;74;0;0;0;45;48;74;1
0;0;1170;0;487;2;164;0;0;0;45;48;164;1
1;0;3000;0;1206;11;162;0;0;0;45;48;0;1
1;0;1430;0;552;4;119;0;0;0;45;48;119;1
1;0;1200;0;449;6;88;0;0;0;45;48;50;1
0;0;903;0;330;6;70;0;0;0;45;48;0;1
1;0;1500;0;508;3;140;0;0;0;45;48;140;1
2;0;1900;0;618;3;234;0;0;0;45;48;0;1
0;0;2000;0;548;3;149;0;0;0;45;48;149;1
1;0;1201;0;317;3;107;0;0;0;45;48;0;1
1;0;2183;0;552;4;119;0;0;0;45;48;119;1
1;0;1433;0;341;3;127;0;0;0;45;48;0;1
0;0;2347;0;552;4;119;0;0;0;45;48;119;1
0;0;2380;0;552;4;119;0;0;0;45;48;119;1
1;0;1561;0;335;6;70;0;0;0;45;48;0;1
1;0;4000;0;748;2;251;0;0;0;45;48;251;1
1;0;5032;0;789;5;152;0;0;0;45;48;152;1
0;0;2700;0;375;3;88;0;0;0;45;48;150;1
1;0;3000;0;333;2;178;0;0;0;45;48;0;1
1;0;2830;0;302;1;319;0;0;0;45;48;0;1
0;0;389;0;657;12;89;0;0;1;43;24;0;1
0;0;926;0;1296;9;182;0;0;0;42;12;182;1
1;0;450;0;802;7;133;0;0;1;41;0;120;1
0;0;400;0;708;6;113;0;0;0;41;0;200;1
0;0;503;0;822;10;83;0;0;0;41;0;0;1
0;0;440;0;635;5;106;0;0;0;41;0;106;1
0;0;500;0;664;2;135;0;0;0;41;0;400;1
1;0;622;0;770;11;89;0;0;1;41;0;89;1
0;0;792;0;857;11;124;0;0;0;41;0;0;1
0;0;777;0;800;15;101;0;0;1;41;0;0;1
1;0;320;0;329;8;59;0;0;1;41;0;0;1
0;0;760;0;768;4;177;0;0;0;41;0;177;1
3;0;344;0;325;5;79;0;0;0;41;0;0;1
0;0;507;0;439;12;60;0;0;0;41;0;0;1
0;0;400;0;335;10;52;0;0;0;41;0;0;1
0;0;631;0;518;11;60;0;0;0;41;0;60;1
0;0;541;0;418;2;141;0;0;0;41;0;141;1
0;0;1100;0;823;6;138;0;0;0;41;0;0;1
0;0;566;0;420;4;124;0;0;0;41;0;0;1
0;0;450;0;305;2;103;0;0;0;41;0;103;1
0;0;1300;0;802;6;156;0;0;1;41;0;100;1
1;0;1536;0;928;2;311;0;0;0;41;0;311;1
0;0;1000;0;560;4;113;0;0;0;41;0;113;1
0;0;1264;0;668;8;84;0;0;0;41;0;0;1
0;0;1105;0;451;10;65;0;0;0;41;0;0;1
0;0;1204;0;470;9;67;0;0;0;41;0;67;1
0;0;920;0;341;6;58;0;0;0;41;0;0;1
0;0;1300;0;421;5;105;0;0;0;41;0;0;1
0;0;3000;0;576;2;315;0;0;0;41;0;0;1
0;0;2465;0;450;4;114;0;0;0;41;0;0;1
0;0;5000;0;900;2;302;0;0;0;41;0;302;1
0;0;5388;0;598;3;230;0;0;0;41;0;0;1
1;0;341;0;750;12;84;0;0;0;41;6;130;1
0;0;400;0;445;10;68;0;0;0;41;6;0;1
0;0;900;0;399;4;59;0;0;0;41;6;200;1
0;0;1109;0;594;10;90;0;0;0;70;360;0;1
0;0;471;0;563;12;77;0;0;1;60;240;0;1
3;0;720;0;469;12;64;0;0;0;60;240;0;1
0;0;1000;0;514;6;95;0;0;0;60;240;95;1
1;0;320;0;499;12;60;0;0;0;55;180;60;1
0;0;732;0;760;10;100;0;0;0;55;180;100;1
2;0;1136;0;300;4;89;0;0;1;55;180;0;1
0;0;2000;0;413;2;225;0;0;1;55;180;0;1
0;8;1150;0;398;6;91;0;0;1;52;144;0;1
0;0;4000;0;483;3;132;0;0;0;51;132;132;1
0;0;350;0;442;12;61;0;0;0;50;120;0;1
0;0;800;0;938;12;133;0;0;0;50;120;0;1
0;0;450;0;468;6;104;0;0;0;50;120;0;1
1;0;400;0;308;5;75;0;0;0;50;120;0;1
2;0;516;0;333;6;74;0;0;0;50;120;0;1
0;0;1418;0;504;10;78;0;0;1;49;108;0;1
0;0;362;0;319;5;54;0;0;1;48;96;100;1
3;0;300;0;386;3;70;0;0;0;46;72;200;1
1;0;1000;0;339;4;100;0;0;1;45;60;0;1
0;0;535;0;783;10;113;0;0;0;44;48;0;1
0;0;1000;0;1269;6;218;0;0;0;44;48;218;1
0;0;1163;0;1390;12;97;0;0;0;44;48;600;1
1;0;1090;0;1272;6;205;0;0;0;44;48;300;1
3;0;409;0;471;12;57;0;0;1;44;48;50;1
0;0;660;0;745;6;158;0;0;0;44;48;0;1
1;0;900;0;1009;8;114;0;0;0;44;48;100;1
0;0;843;0;939;3;141;0;0;0;44;48;575;1
1;0;500;0;552;4;119;0;0;0;44;48;119;1
1;0;500;0;552;4;119;0;0;0;44;48;119;1
1;0;500;0;552;4;119;0;0;0;44;48;119;1
1;0;500;0;552;4;119;0;0;0;44;48;119;1
1;0;500;0;552;4;119;0;0;0;44;48;119;1
1;0;500;0;552;4;119;0;0;0;44;48;119;1
2;0;932;0;989;9;149;0;0;0;44;48;0;1
1;0;524;0;548;3;149;0;0;0;44;48;149;1
1;0;310;0;303;6;63;0;0;0;44;48;0;1
0;0;600;0;549;6;116;0;0;0;44;48;0;1
0;0;548;0;489;12;60;0;0;0;44;48;0;1
0;0;537;0;459;3;78;0;0;0;44;48;252;1
0;0;635;0;529;4;154;0;0;0;44;48;0;1
1;0;627;0;508;6;87;0;0;0;44;48;87;1
0;0;579;0;467;9;73;0;0;0;44;48;0;1
1;0;500;0;399;3;148;0;0;0;44;48;0;1
1;0;500;0;397;3;147;0;0;0;44;48;0;1
1;0;400;0;314;3;117;0;0;0;44;48;0;1
0;0;1353;0;1008;6;123;0;0;0;44;48;408;1
0;0;635;0;470;6;100;0;0;0;44;48;0;1
1;0;470;0;341;3;127;0;0;0;44;48;0;1
1;0;500;0;340;3;126;0;0;0;44;48;0;1
1;0;500;0;319;3;118;0;0;0;44;48;0;1
1;0;853;0;519;12;66;0;0;0;44;48;0;1
1;0;500;0;303;3;113;0;0;0;44;48;0;1
1;0;500;0;302;3;112;0;0;0;44;48;0;1
1;0;666;0;398;3;101;0;0;0;44;48;101;1
1;0;1500;0;831;6;139;0;0;0;44;48;0;1
1;0;1000;0;552;4;119;0;0;0;44;48;119;1
1;0;1500;0;810;3;305;0;0;0;44;48;0;1
0;0;970;0;519;10;75;0;0;0;44;48;0;1
1;0;1050;0;552;4;119;0;0;0;44;48;119;1
0;0;1000;0;508;3;140;0;0;0;44;48;140;1
1;0;778;0;391;2;132;0;0;0;44;48;132;1
0;0;1060;0;508;3;140;0;0;0;44;48;140;1
3;0;735;0;322;2;109;0;0;0;44;48;109;1
1;0;1080;0;469;3;129;0;0;0;44;48;129;1
0;0;1200;0;516;3;199;0;0;0;44;48;0;1
1;0;1400;0;588;11;82;0;0;0;44;48;0;1
0;0;1344;0;552;4;119;0;0;0;44;48;119;1
0;0;3000;0;1190;6;242;0;0;0;44;48;0;1
2;0;1613;0;619;5;147;0;0;0;44;48;0;1
1;0;887;0;319;2;173;0;0;0;44;48;0;1
0;0;1396;0;467;2;158;0;0;0;44;48;158;1
1;0;1500;0;484;2;259;0;0;0;44;48;0;1
0;0;1500;0;475;3;131;0;0;0;44;48;131;1
0;0;1721;0;529;4;155;0;0;0;44;48;0;1
1;0;1221;0;375;9;57;0;0;0;44;48;0;1
1;0;1820;0;552;4;119;0;0;0;44;48;119;1
1;0;1970;0;590;2;199;0;0;0;44;48;199;1
1;0;1300;0;386;2;209;0;0;0;44;48;0;1
1;0;3500;0;994;12;122;0;0;0;44;48;0;1
0;0;2000;0;552;4;119;0;0;0;44;48;119;1
1;0;2076;0;569;3;211;0;0;0;44;48;0;1
1;0;2400;0;649;3;178;0;0;0;44;48;178;1
0;0;1500;0;400;2;222;0;0;0;44;48;0;1
0;0;2000;0;532;3;146;0;0;0;44;48;146;1
0;0;1950;0;508;3;140;0;0;0;44;48;140;1
1;0;1500;0;390;6;83;0;0;0;44;48;0;1
1;0;1440;0;359;6;75;0;0;0;44;48;0;1
0;0;1522;0;375;3;103;0;0;0;44;48;103;1
0;0;4355;0;1046;6;218;0;0;0;44;48;0;1
1;0;1800;0;351;3;130;0;0;0;44;48;0;1
1;0;3000;0;569;6;116;0;0;0;44;48;0;1
1;0;3700;0;659;3;245;0;0;0;44;48;0;1
1;0;1900;0;338;2;181;0;0;0;44;48;0;1
0;0;2000;0;350;3;133;0;0;0;44;48;0;1
0;0;2500;0;429;3;118;0;0;0;44;48;118;1
1;0;3000;0;511;3;190;0;0;0;44;48;0;1
0;0;5101;0;757;11;81;0;0;0;44;48;157;1
1;0;5000;0;554;9;62;0;0;0;44;48;0;1
1;0;5000;0;499;3;185;0;0;0;44;48;0;1
1;0;6732;0;329;6;67;0;0;0;44;48;0;1
0;0;429;0;517;10;79;0;0;0;43;36;0;1
0;0;498;0;599;6;133;0;0;0;43;36;0;1
0;0;800;0;567;2;200;0;0;1;43;36;200;1
0;0;450;0;440;4;100;0;0;0;42;24;100;1
0;0;480;0;333;6;75;0;0;0;42;24;0;1
0;0;600;0;319;7;63;0;0;0;42;24;0;1
1;0;300;0;442;10;67;0;0;1;41;12;0;1
0;0;323;0;325;9;54;0;0;0;41;12;0;1
0;3;920;0;572;6;104;0;0;1;41;12;104;1
1;0;764;0;314;8;57;0;0;1;41;12;0;1
0;0;1687;0;502;3;141;0;0;1;41;12;141;1
1;0;589;0;870;10;133;0;0;0;40;0;0;1
0;0;393;0;576;7;70;0;0;0;40;0;86;1
0;0;300;0;412;12;57;0;0;0;40;0;0;1
0;0;300;0;399;11;58;0;0;0;40;0;0;1
1;0;747;0;870;11;100;0;0;1;40;0;100;1
0;0;300;0;340;10;52;0;0;1;40;0;0;1
0;0;466;0;474;10;72;0;0;1;40;0;0;1
0;0;413;0;409;10;62;0;0;0;40;0;0;1
0;0;780;0;755;4;152;0;0;0;40;0;152;1
1;0;560;0;539;12;56;0;0;0;40;0;129;1
0;0;600;0;565;8;100;0;0;1;40;0;0;1
1;0;400;0;364;5;90;0;0;1;40;0;0;1
0;0;1282;0;1146;2;384;0;0;0;40;0;384;1
0;0;569;0;488;2;165;0;0;0;40;0;165;1
0;0;1831;0;1421;4;286;0;0;0;40;0;286;1
0;0;754;0;583;6;56;0;0;0;40;0;250;1
0;0;797;0;614;2;207;0;0;0;40;0;207;1
0;0;1000;0;769;4;155;0;0;0;40;0;155;1
0;0;1659;0;1227;2;411;0;0;0;40;0;411;1
1;0;600;0;439;8;79;0;0;0;40;0;0;1
0;0;549;0;392;2;133;0;0;0;40;0;133;1
0;0;600;0;400;3;150;0;0;0;40;0;0;1
0;0;500;0;321;2;108;0;0;0;40;0;108;1
0;0;1500;0;868;2;308;0;0;0;40;0;308;1
0;0;600;0;330;3;101;0;0;0;40;0;60;1
0;0;800;0;393;9;55;0;0;0;40;0;55;1
0;0;2000;0;903;4;182;0;0;0;40;0;182;1
0;0;1063;0;477;3;178;0;0;0;40;0;0;1
0;0;1300;0;431;2;146;0;0;0;40;0;146;1
0;0;1000;0;331;2;112;0;0;0;40;0;112;1
1;0;2000;0;562;3;209;0;0;0;40;0;0;1
0;0;2000;0;559;4;113;0;0;0;40;0;113;1
1;0;3500;0;365;2;129;0;0;0;40;0;129;1
1;0;300;0;567;10;78;0;0;0;40;6;0;1
0;4;325;0;420;10;58;0;0;0;40;6;0;1
0;0;300;0;373;9;63;0;0;0;40;6;0;1
1;0;1521;0;849;10;117;0;0;0;40;6;0;1
1;0;1111;0;963;10;146;0;0;1;69;360;0;1
0;0;7000;0;940;1;996;0;0;1;69;360;0;1
0;0;708;0;559;12;77;0;0;0;59;240;0;1
3;0;400;0;435;10;66;0;0;0;54;180;0;1
0;0;2000;0;396;6;88;0;0;1;52;156;0;1
1;0;360;0;479;12;65;0;0;1;50;132;0;1
0;0;535;0;530;3;86;0;0;0;49;120;300;1
3;0;670;0;442;10;67;0;0;0;49;120;0;1
0;0;327;0;370;10;56;0;0;0;48;108;0;1
0;2;1700;0;1071;12;145;0;0;1;47;96;0;1
0;0;600;0;668;5;132;0;0;1;45;72;132;1
1;0;401;0;825;12;69;0;0;0;43;48;0;1
1;0;300;0;614;10;62;0;0;0;43;48;0;1
0;0;853;0;1660;6;240;0;0;0;43;48;500;1
1;0;535;0;659;6;137;0;0;0;43;48;0;1
0;0;601;0;699;6;143;0;0;0;43;48;0;1
1;0;500;0;555;6;93;0;0;0;43;48;0;1
1;0;500;0;552;4;119;0;0;0;43;48;119;1
1;0;500;0;552;4;119;0;0;0;43;48;119;1
1;0;500;0;552;4;119;0;0;0;43;48;119;1
1;0;500;0;552;4;119;0;0;0;43;48;119;1
1;0;500;0;531;5;131;0;0;0;43;48;0;1
1;0;360;0;379;6;64;0;0;0;43;48;0;1
1;0;1000;0;1021;6;171;0;0;0;43;48;0;1
1;0;310;0;313;5;78;0;0;0;43;48;0;1
1;0;550;0;552;4;119;0;0;0;43;48;119;1
1;0;357;0;357;6;60;0;0;0;43;48;0;1
1;0;500;0;480;12;65;0;0;0;43;48;0;1
0;0;582;0;552;4;119;0;0;0;43;48;119;1
0;0;1600;0;1427;12;181;0;0;0;43;48;0;1
1;0;650;0;552;4;119;0;0;0;43;48;119;1
0;0;593;0;492;6;55;0;0;0;43;48;240;1
2;0;696;0;561;6;119;0;0;0;43;48;0;1
1;0;650;0;522;4;106;0;0;0;43;48;106;1
1;0;500;0;385;3;143;0;0;0;43;48;0;1
1;0;705;0;529;12;65;0;0;0;43;48;0;1
0;0;1358;0;999;3;378;0;0;0;43;48;0;1
0;0;2500;0;1790;9;269;0;0;0;43;48;0;1
1;0;813;0;552;4;119;0;0;0;43;48;119;1
2;0;2178;0;1449;12;184;0;0;0;43;48;0;1
0;0;914;0;590;10;84;0;0;0;43;48;0;1
0;0;680;0;438;12;54;0;0;0;43;48;0;1
0;0;862;0;552;4;119;0;0;0;43;48;119;1
1;0;785;0;499;2;177;0;0;0;43;48;177;1
1;0;500;0;312;3;114;0;0;0;43;48;0;1
1;0;801;0;499;6;105;0;0;0;43;48;0;1
1;0;561;0;341;6;58;0;0;0;43;48;0;1
1;0;540;0;309;4;63;0;0;0;43;48;63;1
0;0;1000;0;567;6;95;0;0;0;43;48;0;1
0;0;762;0;427;12;59;0;0;0;43;48;0;1
1;0;1500;0;838;2;281;0;0;0;43;48;281;1
1;0;1000;0;552;4;119;0;0;0;43;48;119;1
1;0;600;0;331;3;123;0;0;0;43;48;0;1
0;0;875;0;475;6;99;0;0;0;43;48;0;1
0;0;1600;0;836;6;184;0;0;0;43;48;0;1
0;0;1350;0;698;6;145;0;0;0;43;48;0;1
0;0;780;0;399;3;150;0;0;0;43;48;0;1
1;0;612;0;310;3;79;0;0;0;43;48;79;1
0;0;2000;0;989;6;205;0;0;0;43;48;0;1
0;0;1975;0;972;3;283;0;0;0;43;48;235;1
1;0;2000;0;980;2;329;0;0;0;43;48;329;1
1;0;847;0;408;3;152;0;0;0;43;48;0;1
1;0;780;0;375;6;63;0;0;0;43;48;0;1
0;0;1170;0;552;4;119;0;0;0;43;48;119;1
1;0;751;0;343;4;87;0;0;0;43;48;0;1
1;0;851;0;359;6;57;0;0;0;43;48;100;1
1;0;1318;0;552;4;119;0;0;0;43;48;119;1
1;0;1320;0;552;4;119;0;0;0;43;48;119;1
0;0;1328;0;552;4;119;0;0;0;43;48;119;1
1;0;1000;0;396;2;212;0;0;0;43;48;0;1
0;0;2000;0;744;2;250;0;0;0;43;48;250;1
0;0;1485;0;552;4;119;0;0;0;43;48;119;1
1;0;1000;0;348;3;129;0;0;0;43;48;0;1
0;0;1074;0;370;3;137;0;0;0;43;48;0;1
1;0;2000;0;687;2;231;0;0;0;43;48;231;1
0;0;2600;0;762;4;154;0;0;0;43;48;154;1
0;0;1946;0;552;4;119;0;0;0;43;48;119;1
1;0;1748;0;489;4;99;0;0;0;43;48;99;1
1;0;1200;0;333;2;178;0;0;0;43;48;0;1
1;0;2000;0;552;4;119;0;0;0;43;48;119;1
1;0;1500;0;387;2;210;0;0;0;43;48;0;1
0;0;2102;0;529;6;111;0;0;0;43;48;0;1
1;0;4000;0;890;3;336;0;0;0;43;48;0;1
2;0;2600;0;552;4;119;0;0;0;43;48;119;1
1;0;2000;0;366;1;395;0;0;0;43;48;0;1
0;0;3897;0;548;3;149;0;0;0;43;48;149;1
