EstC;Ndep;Renda;TipoR;Vbem;Nparc;Vparc;Nveic;CC;Tel; Idade ;TmpTrab;Entrada;Classe
1;0;605;0;615;5;103;0;0;0;33;48;103;1
0;0;553;0;552;4;119;0;0;0;33;48;119;1
0;0;450;0;428;5;87;0;0;0;33;48;0;1
2;0;540;0;508;6;87;0;0;0;33;48;87;1
1;0;350;0;329;6;56;0;0;0;33;48;0;1
1;0;1200;0;1103;4;238;0;0;0;33;48;238;1
0;0;619;0;549;4;160;0;0;0;33;48;0;1
1;0;523;0;460;4;136;0;0;0;33;48;0;1
1;0;962;0;804;6;170;0;0;0;33;48;0;1
1;0;600;0;486;3;162;0;0;0;33;48;0;1
1;0;500;0;404;3;150;0;0;0;33;48;0;1
1;0;450;0;360;6;75;0;0;0;33;48;0;1
0;0;459;0;361;5;73;0;0;0;33;48;0;1
0;0;390;0;300;6;66;0;0;0;33;48;0;1
1;0;500;0;378;3;140;0;0;0;33;48;0;1
1;0;793;0;595;2;200;0;0;0;33;48;200;1
1;0;500;0;367;3;136;0;0;0;33;48;0;1
1;0;500;0;366;3;136;0;0;0;33;48;0;1
0;0;960;0;685;10;98;0;0;0;33;48;0;1
0;0;1066;0;758;6;105;0;0;0;33;48;250;1
1;0;800;0;552;6;93;0;0;0;33;48;0;1
1;0;800;0;552;4;119;0;0;0;33;48;119;1
1;0;500;0;345;2;117;0;0;0;33;48;117;1
1;0;500;0;341;6;58;0;0;0;33;48;0;1
1;0;1388;0;928;2;311;0;0;0;33;48;311;1
1;0;968;0;646;4;130;0;0;0;33;48;130;1
1;0;999;0;657;2;221;0;0;0;33;48;221;1
1;0;500;0;325;3;121;0;0;0;33;48;0;1
1;0;500;0;320;3;119;0;0;0;33;48;0;1
1;0;2360;0;1452;2;486;0;0;0;33;48;486;1
0;0;1251;0;762;4;92;0;0;0;33;48;400;1
1;0;500;0;301;4;59;0;0;0;33;48;100;1
1;0;624;0;372;3;138;0;0;0;33;48;0;1
0;0;800;0;462;12;63;0;0;0;33;48;0;1
0;0;990;0;552;4;119;0;0;0;33;48;119;1
1;0;1200;0;646;6;109;0;0;0;33;48;0;1
0;0;1500;0;799;3;200;0;0;0;33;48;200;1
1;0;854;0;451;6;76;0;0;0;33;48;0;1
1;0;1200;0;630;3;211;0;0;0;33;48;0;1
1;0;800;0;417;6;70;0;0;0;33;48;0;1
1;0;1094;0;552;4;119;0;0;0;33;48;119;1
1;0;850;0;399;3;110;0;0;0;33;48;110;1
1;0;1180;0;552;4;119;0;0;0;33;48;119;1
1;0;900;0;396;2;212;0;0;0;33;48;0;1
1;0;870;0;373;3;139;0;0;0;33;48;0;1
1;0;1340;0;555;2;187;0;0;0;33;48;187;1
1;0;1200;0;483;6;81;0;0;0;33;48;0;1
0;0;1500;0;588;4;175;0;0;1;33;48;0;1
1;0;2892;0;1051;4;311;0;0;0;33;48;0;1
1;0;1267;0;453;2;153;0;0;0;33;48;153;1
2;0;1956;0;685;12;77;0;0;0;33;48;77;1
1;0;1704;0;496;5;121;0;0;0;33;48;0;1
0;0;1500;0;412;3;139;0;0;0;33;48;0;1
1;0;1500;0;369;3;137;0;0;0;33;48;0;1
1;0;1485;0;359;6;75;0;0;0;33;48;0;1
1;0;2500;0;552;4;119;0;0;0;33;48;119;1
1;0;1900;0;381;2;207;0;0;0;33;48;0;1
1;0;1853;0;341;2;185;0;0;0;33;48;0;1
1;0;2000;0;365;6;62;0;0;0;33;48;0;1
0;0;3036;0;549;6;116;0;0;0;33;48;0;1
1;0;2000;0;312;1;329;0;0;0;33;48;0;1
1;0;3200;0;401;3;149;0;0;0;33;48;0;1
1;0;2500;0;305;2;163;0;0;0;33;48;0;1
1;0;3800;0;329;1;344;0;0;0;33;48;0;1
1;0;5000;0;358;5;60;0;0;0;33;48;60;1
1;0;5000;0;344;3;128;0;0;0;33;48;0;1
0;0;450;0;527;4;97;0;0;0;31;24;200;1
0;0;350;0;300;5;59;0;0;0;31;24;60;1
1;0;500;0;604;8;96;0;0;1;30;12;60;1
0;0;800;0;826;5;162;0;0;0;30;12;162;1
1;0;616;0;396;8;70;0;0;0;30;12;0;1
0;0;1200;0;720;6;160;0;0;1;30;12;0;1
1;0;440;0;890;12;94;0;0;0;29;0;200;1
0;0;463;0;706;10;108;0;0;0;29;0;0;1
0;0;300;0;451;12;61;0;0;0;29;0;0;1
0;0;600;0;901;10;137;0;0;0;29;0;0;1
0;0;300;0;448;5;75;0;0;0;29;0;76;1
1;0;398;0;592;11;68;0;0;0;29;0;68;1
1;0;409;0;591;12;80;0;0;0;29;0;0;1
0;0;500;0;711;6;119;0;0;0;29;0;0;1
0;0;350;0;470;4;95;0;0;0;29;0;95;1
0;0;300;0;398;3;74;0;0;0;29;0;200;1
0;0;1000;0;1294;12;176;0;0;1;29;0;0;1
1;0;380;0;490;10;75;0;0;1;29;0;0;1
1;0;320;0;398;12;54;0;0;0;29;0;0;1
1;0;390;0;479;12;65;0;0;1;29;0;0;1
1;0;440;0;530;10;73;0;0;0;29;0;50;1
3;0;404;0;469;10;74;0;0;0;29;0;0;1
0;0;371;0;409;4;91;0;0;0;29;0;100;1
1;0;550;0;545;4;162;0;0;1;29;0;0;1
0;0;500;0;482;10;73;0;0;0;29;0;0;1
3;0;320;0;306;5;75;0;0;0;29;0;0;1
0;0;600;0;569;12;78;0;0;1;29;0;0;1
0;0;530;0;471;6;106;0;0;1;29;0;0;1
0;0;775;0;653;10;99;0;0;0;29;0;0;1
1;0;530;0;428;4;126;0;0;1;29;0;0;1
1;0;510;0;388;3;149;0;0;0;29;0;0;1
0;0;444;0;313;2;106;0;0;0;29;0;106;1
0;0;450;0;302;6;67;0;0;0;29;0;0;1
1;0;610;0;393;9;55;0;0;1;29;0;55;1
0;0;1735;0;1050;2;352;0;0;0;29;0;352;1
0;0;520;0;312;2;105;0;0;0;29;0;107;1
0;0;1000;0;548;1;51;0;0;0;29;0;500;1
0;0;559;0;303;2;103;0;0;0;29;0;103;1
1;0;786;0;400;8;71;0;0;0;29;0;0;1
0;0;2000;0;717;2;241;0;0;0;29;0;241;1
0;0;1500;0;352;2;100;0;0;0;29;0;157;1
0;0;1512;0;311;2;105;0;0;0;29;0;105;1
0;0;5000;0;856;2;286;0;0;0;29;0;289;1
0;0;4500;0;323;1;169;0;0;0;29;0;169;1
0;0;598;0;656;6;139;0;0;0;29;6;0;1
0;0;1800;0;480;10;67;0;0;0;29;6;0;1
1;0;5000;0;349;3;83;0;0;0;29;6;130;1
1;0;600;0;723;6;138;0;0;1;63;420;102;1
0;0;1800;0;748;3;205;0;0;1;58;360;205;1
0;0;320;0;504;12;69;0;0;0;53;300;0;1
0;0;306;0;418;6;77;0;0;0;53;300;77;1
0;0;1500;0;778;12;110;0;0;1;48;240;0;1
0;2;1200;0;590;6;120;0;0;1;48;240;50;1
0;0;2400;0;829;10;65;0;0;0;48;240;400;1
0;0;500;0;638;10;82;0;0;0;46;216;100;1
0;3;663;0;309;6;69;0;0;0;46;216;0;1
0;0;623;0;538;6;75;0;0;0;45;204;200;1
0;0;2588;0;350;6;78;0;0;1;45;204;0;1
0;0;569;0;589;12;80;0;0;1;43;180;0;1
1;0;300;0;300;2;82;0;0;0;43;180;150;1
0;0;400;0;478;10;73;0;0;1;40;144;0;1
0;0;488;0;399;3;121;0;0;0;40;144;80;1
3;0;560;0;399;4;118;0;0;1;40;144;0;1
0;0;452;0;458;7;90;0;0;0;38;120;0;1
0;0;388;0;325;6;74;0;0;1;38;120;0;1
0;0;550;0;353;10;58;0;0;0;38;120;0;1
1;0;880;0;519;11;60;0;0;1;38;120;60;1
1;0;1500;0;718;4;212;0;0;1;38;120;0;1
0;0;4700;0;1571;9;220;0;0;1;38;120;220;1
1;0;1664;0;399;12;54;0;0;1;38;120;0;1
0;0;347;0;462;9;59;0;0;0;36;96;100;1
2;0;316;0;421;10;60;0;0;0;36;96;25;1
1;0;500;0;439;5;60;0;0;0;36;96;200;1
1;0;500;0;669;6;122;0;0;0;35;84;122;1
1;0;300;0;383;6;85;0;0;1;34;72;0;1
1;0;1000;0;379;10;58;0;0;1;34;72;0;1
0;0;300;0;305;7;60;0;0;0;33;60;0;1
1;0;732;0;393;3;149;0;0;1;33;60;0;1
0;0;800;0;1331;12;169;0;0;0;32;48;0;1
0;0;461;0;697;9;105;0;0;0;32;48;0;1
0;0;500;0;734;4;148;0;0;0;32;48;148;1
0;0;1218;0;1779;5;216;0;0;0;32;48;900;1
1;0;380;0;489;6;82;0;0;0;32;48;0;1
0;0;418;0;529;2;125;0;0;0;32;48;300;1
1;0;420;0;505;6;85;0;0;0;32;48;0;1
1;0;517;0;612;12;78;0;0;0;32;48;0;1
0;0;485;0;549;4;123;0;0;0;32;48;123;1
1;0;500;0;552;4;119;0;0;0;32;48;119;1
1;0;1131;0;1207;6;251;0;0;0;32;48;0;1
1;0;500;0;532;5;131;0;0;0;32;48;0;1
1;0;390;0;389;5;95;0;0;0;32;48;0;1
0;0;413;0;399;6;88;0;0;0;32;48;0;1
1;0;480;0;460;5;114;0;0;0;32;48;0;1
2;0;360;0;307;6;70;0;0;0;32;48;0;1
0;0;380;0;310;5;76;0;0;0;32;48;0;1
0;0;846;0;685;6;144;0;0;0;32;48;0;1
1;0;500;0;400;4;115;0;0;0;32;48;0;1
1;0;700;0;549;4;130;0;0;0;32;48;100;1
1;0;843;0;659;6;139;0;0;0;32;48;0;1
1;0;600;0;449;6;93;0;0;0;32;48;0;1
1;0;914;0;684;6;115;0;0;0;32;48;0;1
1;0;650;0;480;6;81;0;0;0;32;48;0;1
0;0;759;0;552;4;119;0;0;0;32;48;119;1
0;0;550;0;389;3;92;0;0;0;32;48;150;1
1;0;500;0;353;2;119;0;0;0;32;48;119;1
1;0;660;0;466;5;84;0;0;0;32;48;50;1
1;0;651;0;459;5;112;0;0;0;32;48;0;1
1;0;500;0;350;3;130;0;0;0;32;48;0;1
1;0;791;0;552;4;119;0;0;0;32;48;119;1
1;0;2498;0;1725;2;577;0;0;0;32;48;577;1
2;0;820;0;552;4;119;0;0;0;32;48;119;1
1;0;957;0;614;2;176;0;0;0;32;48;300;1
1;0;500;0;320;4;81;0;0;0;32;48;0;1
1;0;800;0;508;11;71;0;0;0;32;48;0;1
1;0;800;0;496;3;181;0;0;0;32;48;0;1
1;0;500;0;309;3;115;0;0;0;32;48;0;1
1;0;500;0;302;3;112;0;0;0;32;48;0;1
1;0;680;0;362;3;134;0;0;0;32;48;0;1
0;0;669;0;349;6;74;0;0;0;32;48;0;1
1;0;1200;0;620;3;197;0;0;0;32;48;100;1
0;0;725;0;369;6;77;0;0;0;32;48;0;1
1;0;600;0;303;2;164;0;0;0;32;48;0;1
1;0;650;0;326;6;55;0;0;0;32;48;0;1
1;0;950;0;468;3;174;0;0;0;32;48;0;1
1;0;1200;0;552;4;119;0;0;0;32;48;119;1
1;0;1360;0;606;4;123;0;0;0;32;48;123;1
1;0;1800;0;781;2;392;0;0;0;32;48;0;1
1;0;2072;0;883;2;296;0;0;0;32;48;296;1
1;0;1335;0;552;4;119;0;0;0;32;48;119;1
0;0;1200;0;429;6;96;0;0;0;32;48;0;1
1;0;1500;0;535;2;290;0;0;0;32;48;0;1
0;0;1550;0;549;6;113;0;0;0;32;48;0;1
0;0;1584;0;529;1;281;0;0;0;32;48;265;1
1;0;1236;0;344;2;187;0;0;0;32;48;0;1
1;0;1541;0;399;6;88;0;0;0;32;48;0;1
1;0;1350;0;347;6;59;0;0;0;32;48;0;1
1;0;1664;0;420;3;104;0;0;0;32;48;111;1
0;0;2200;0;549;4;123;0;0;0;32;48;123;1
1;0;3000;0;748;6;153;0;0;0;32;48;0;1
1;0;1500;0;369;3;140;0;0;0;32;48;0;1
1;0;2000;0;365;2;195;0;0;0;32;48;0;1
0;0;2000;0;323;2;175;0;0;0;32;48;0;1
1;0;2500;0;343;1;358;0;0;0;32;48;0;1
1;0;4500;0;475;3;176;0;0;0;32;48;0;1
0;0;499;0;597;10;91;0;0;0;31;36;0;1
0;0;700;0;703;12;96;0;0;1;31;36;0;1
0;0;1100;0;887;2;220;0;0;0;31;36;500;1
1;0;2000;0;581;6;129;0;0;1;31;36;0;1
1;0;379;0;379;10;58;0;0;1;30;24;0;1
0;0;400;0;400;8;61;0;0;0;30;24;61;1
1;0;1200;0;327;3;122;0;0;0;30;24;0;1
0;0;400;0;551;7;112;0;0;0;29;12;0;1
0;0;460;0;553;7;91;0;0;0;29;12;91;1
1;0;459;0;487;15;60;0;0;0;29;12;0;1
1;0;465;0;471;6;86;0;0;0;29;12;86;1
1;0;1200;0;851;10;129;0;0;0;29;12;0;1
0;0;1100;0;725;6;162;0;0;0;29;12;0;1
1;0;1500;0;448;2;245;0;0;1;29;12;0;1
1;0;300;0;518;12;71;0;0;0;28;0;0;1
1;0;410;0;650;12;88;0;0;0;28;0;0;1
0;0;377;0;584;12;66;0;0;0;28;0;100;1
1;0;310;0;399;12;55;0;0;1;28;0;0;1
0;0;400;0;507;6;85;0;0;0;28;0;0;1
0;0;620;0;771;5;125;0;0;0;28;0;150;1
0;0;304;0;374;2;90;0;0;0;28;0;200;1
0;0;500;0;612;7;119;0;0;0;28;0;0;1
1;0;463;0;499;2;112;0;0;0;28;0;300;1
0;0;427;0;449;6;67;0;0;0;28;0;150;1
0;0;450;0;473;15;59;0;0;0;28;0;0;1
0;0;615;0;610;6;136;0;0;0;28;0;0;1
1;0;800;0;738;6;164;0;0;0;28;0;0;1
0;0;450;0;400;3;57;0;0;0;28;0;250;1
1;0;409;0;347;5;65;0;0;0;28;0;80;1
0;0;500;0;424;9;69;0;0;0;28;0;0;1
0;0;635;0;513;2;173;0;0;0;28;0;173;1
0;0;2000;0;1600;2;535;0;0;0;28;0;535;1
1;0;700;0;549;12;75;0;0;0;28;0;0;1
1;0;560;0;436;12;59;0;0;1;28;0;0;1
0;0;450;0;302;6;67;0;0;0;28;0;0;1
0;0;480;0;321;5;64;0;0;1;28;0;64;1
0;0;556;0;360;6;76;0;0;0;28;0;25;1
0;0;700;0;452;5;53;0;0;0;28;0;234;1
0;0;828;0;519;11;60;0;0;0;28;0;60;1
0;0;720;0;450;3;118;0;0;0;28;0;100;1
0;0;890;0;556;12;76;0;0;0;28;0;0;1
0;0;500;0;306;6;68;0;0;1;28;0;0;1
0;0;737;0;433;2;146;0;0;0;28;0;146;1
0;0;573;0;333;3;90;0;0;0;28;0;100;1
0;0;1380;0;756;4;153;0;0;0;28;0;153;1
1;0;603;0;329;3;123;0;0;1;28;0;0;1
0;0;600;0;315;3;57;0;0;0;28;0;165;1
0;0;803;0;418;7;69;0;0;0;28;0;69;1
0;0;1723;0;844;2;283;0;0;0;28;0;283;1
0;0;1000;0;453;2;153;0;0;0;28;0;153;1
0;0;1300;0;562;2;189;0;0;0;28;0;189;1
0;0;990;0;390;2;132;0;0;0;28;0;132;1
0;0;2000;0;659;3;245;0;0;0;28;0;0;1
0;0;997;0;324;6;72;0;0;0;28;0;0;1
0;0;1278;0;376;2;127;0;0;0;28;0;127;1
0;0;425;0;480;5;92;0;0;0;28;6;100;1
0;0;402;0;429;6;88;0;0;0;28;6;20;1
0;0;378;0;318;6;68;0;0;0;28;6;0;1
1;0;600;0;480;10;67;0;0;0;28;6;0;1
0;0;604;0;430;6;65;0;0;0;28;6;130;1
1;0;1200;0;774;2;260;0;0;0;42;179;260;1
0;0;350;0;314;6;57;0;0;0;65;456;57;1
0;0;326;0;479;12;65;0;0;0;59;384;0;1
1;0;449;0;495;10;76;0;0;0;57;360;0;1
0;0;800;0;305;3;117;0;0;1;57;360;0;1
1;0;2000;0;400;4;91;0;0;1;57;360;91;1
3;0;713;0;463;6;82;0;0;0;51;288;100;1
0;0;635;0;526;3;144;0;0;1;45;216;144;1
0;0;800;0;567;10;86;0;0;0;45;216;0;1
0;0;459;0;489;12;69;0;0;0;44;204;0;1
0;0;750;0;631;4;186;0;0;1;44;204;0;1
0;0;616;0;581;3;105;0;0;1;43;192;300;1
0;0;600;0;690;15;73;0;0;0;42;180;100;1
0;0;565;0;581;12;80;0;0;1;41;168;0;1
1;0;1000;0;455;3;124;0;0;0;41;168;124;1
0;3;400;0;355;3;77;0;0;0;40;156;150;1
0;0;449;0;300;6;67;0;0;0;39;144;0;1
0;0;691;0;1101;5;195;0;0;0;37;120;300;1
2;0;600;0;318;8;59;0;0;0;37;120;0;1
0;0;1200;0;617;12;87;0;0;1;37;120;0;1
1;0;1088;0;383;10;58;0;0;1;37;120;0;1
2;0;1200;0;343;3;128;0;0;0;37;120;0;1
0;0;390;0;549;8;80;0;0;0;34;84;100;1
0;0;640;0;404;3;151;0;0;1;33;72;0;1
0;0;350;0;500;12;68;0;0;0;32;60;0;1
0;0;580;0;491;8;79;0;0;0;32;60;50;1
0;0;400;0;332;7;55;0;0;0;32;60;55;1
1;0;1400;0;428;6;100;0;0;0;32;60;0;1
1;0;1019;0;1798;2;245;0;0;0;31;48;1313;1
1;0;500;0;829;12;102;0;0;0;31;48;0;1
1;0;485;0;765;8;129;0;0;0;31;48;0;1
0;0;356;0;530;12;67;0;0;0;31;48;0;1
0;0;337;0;496;10;76;1;0;0;31;48;0;1
0;0;1100;0;1548;12;196;0;0;0;31;48;0;1
1;0;300;0;422;8;75;0;0;0;31;48;0;1
1;0;616;0;794;9;112;0;0;1;31;48;112;1
0;0;1342;0;1629;9;185;0;0;0;31;48;400;1
0;0;2654;0;3017;9;454;0;0;0;31;48;0;1
0;0;982;0;1083;4;218;0;0;0;31;48;218;1
1;0;456;0;480;6;81;0;0;0;31;48;0;1
0;0;503;0;528;5;126;0;0;0;31;48;0;1
1;0;447;0;456;5;76;0;0;0;31;48;76;1
1;0;545;0;529;6;91;0;0;0;31;48;91;1
1;0;500;0;467;6;79;0;0;0;31;48;0;1
1;0;824;0;761;6;128;0;0;0;31;48;0;1
0;0;1145;0;1033;12;128;0;0;0;31;48;0;1
1;0;400;0;361;4;66;0;0;0;31;48;100;1
1;0;600;0;517;4;130;0;0;0;31;48;0;1
1;0;401;0;343;6;73;0;0;0;31;48;0;1
1;0;2057;0;1642;4;330;0;0;0;31;48;330;1
1;0;429;0;342;2;85;0;0;0;31;48;175;1
1;0;400;0;308;9;50;0;0;1;31;48;0;1
1;0;400;0;306;3;112;0;0;0;31;48;0;1
1;0;500;0;379;6;64;0;0;0;31;48;0;1
1;0;670;0;500;9;84;0;0;0;31;48;0;1
1;0;623;0;461;6;78;0;0;0;31;48;0;1
1;0;747;0;552;4;119;0;0;0;31;48;119;1
1;0;542;0;397;12;51;0;0;0;31;48;0;1
0;0;660;0;481;4;98;0;0;0;31;48;98;1
1;0;890;0;599;6;124;0;0;0;31;48;0;1
1;0;500;0;330;3;122;0;0;0;31;48;0;1
0;0;962;0;631;3;234;0;0;0;31;48;0;1
1;0;867;0;552;4;119;0;0;0;31;48;119;1
1;0;946;0;599;3;222;0;0;0;31;48;0;1
0;0;1076;0;649;11;68;0;0;0;31;48;150;1
0;0;544;0;315;2;107;0;0;0;31;48;107;1
0;0;990;0;552;4;119;0;0;0;31;48;119;1
1;0;1000;0;552;4;119;0;0;0;31;48;119;1
0;0;925;0;508;6;87;0;0;0;31;48;87;1
0;0;1000;0;548;3;149;0;0;0;31;48;149;1
1;0;609;0;331;2;117;0;0;0;31;48;117;1
1;0;640;0;345;3;128;0;0;0;31;48;0;1
1;0;600;0;321;1;162;0;0;0;31;48;162;1
1;0;980;0;500;3;138;0;0;0;31;48;138;1
1;0;1145;0;552;4;119;0;0;0;31;48;119;1
1;0;973;0;449;1;243;0;0;0;31;48;225;1
1;0;1300;0;588;6;122;0;0;0;31;48;0;1
0;1;900;0;405;6;90;0;0;0;31;48;0;1
0;0;1152;0;508;3;140;0;0;0;31;48;140;1
1;0;1259;0;552;4;119;0;0;0;31;48;119;1
1;0;1928;0;624;10;91;0;0;0;31;48;0;1
0;0;2000;0;595;12;73;0;0;0;31;48;0;1
1;0;2000;0;552;4;119;0;0;0;31;48;119;1
1;0;1300;0;339;3;93;0;0;0;31;48;93;1
1;0;1502;0;374;3;139;0;0;0;31;48;0;1
0;0;1359;0;332;4;68;0;0;0;31;48;68;1
1;0;2000;0;373;2;199;0;0;0;31;48;0;1
0;0;2200;0;410;3;159;0;0;0;31;48;0;1
1;0;3000;0;552;4;119;0;0;0;31;48;119;1
0;0;2000;0;359;2;195;0;0;0;31;48;0;1
0;0;2500;0;429;1;227;0;0;0;31;48;215;1
1;0;2302;0;373;2;126;0;0;0;31;48;126;1
0;0;2418;0;392;5;96;0;0;0;31;48;0;1
1;0;3500;0;552;4;119;0;0;0;31;48;119;1
0;0;2000;0;311;2;169;0;0;0;31;48;0;1
0;0;3000;0;390;2;132;0;0;0;31;48;132;1
1;0;3500;0;324;1;342;0;0;0;31;48;0;1
0;0;306;0;455;10;69;0;0;0;30;36;0;1
0;0;642;0;772;10;117;0;0;0;30;36;0;1
0;0;427;0;336;5;66;0;0;1;29;24;66;1
0;0;452;0;309;6;69;0;0;0;29;24;0;1
1;0;1200;0;397;3;108;0;0;0;29;24;108;1
1;0;450;0;497;9;70;0;0;1;28;12;68;1
0;0;720;0;415;3;155;0;0;0;28;12;0;1
1;0;1600;0;569;5;139;0;0;1;28;12;0;1
0;0;1500;0;533;8;94;0;0;1;28;12;0;1
0;0;305;0;522;5;79;0;0;1;27;0;200;1
0;0;2236;0;3440;5;574;0;0;0;27;0;574;1
1;0;370;0;560;12;76;0;0;0;27;0;0;1
1;31;315;0;437;12;60;0;0;1;27;0;0;1
1;0;436;0;587;10;90;0;0;1;27;0;0;1
1;0;300;0;395;10;60;0;0;1;27;0;0;1
1;0;596;0;769;12;105;0;0;1;27;0;0;1
0;0;390;0;443;10;68;0;0;0;27;0;0;1
0;0;400;0;448;6;76;0;0;0;27;0;0;1
0;0;400;0;420;12;57;0;0;0;27;0;0;1
1;0;510;0;536;6;119;0;0;1;27;0;0;1
0;0;450;0;468;4;107;0;0;0;27;0;107;1
0;0;420;0;415;2;81;0;0;1;27;0;266;1
0;0;450;0;407;12;55;0;0;0;27;0;0;1
0;0;700;0;631;6;106;0;0;0;27;0;0;1
1;0;400;0;350;6;62;0;0;0;27;0;71;1
0;0;594;0;519;11;60;0;0;0;27;0;60;1
0;0;1000;0;764;2;257;0;0;0;27;0;257;1
0;0;1500;0;1124;2;377;0;0;0;27;0;377;1
0;0;685;0;441;2;149;0;0;0;27;0;149;1
0;0;804;0;504;5;84;0;0;0;27;0;84;1
0;0;960;0;558;5;110;0;0;1;27;0;110;1
0;0;554;0;314;3;117;0;0;0;27;0;0;1
1;0;600;0;332;10;51;0;0;1;27;0;0;1
1;0;586;0;307;5;60;0;0;0;27;0;60;1
1;0;600;0;304;8;55;0;0;1;27;0;0;1
0;0;1019;0;422;12;54;0;0;0;27;0;0;1
0;0;1200;0;452;1;161;0;0;0;27;0;300;1
0;0;904;0;323;4;95;0;0;0;27;0;0;1
1;0;910;0;315;4;93;0;0;1;27;0;0;1
0;0;1200;0;402;5;67;0;0;0;27;0;67;1
0;0;1500;0;499;11;63;0;0;1;27;0;63;1
0;0;2000;0;629;2;212;0;0;0;27;0;212;1
1;0;1982;0;552;2;197;0;0;0;27;0;198;1
0;0;303;0;480;10;67;0;0;0;27;6;0;1
0;0;350;0;460;10;61;0;0;0;27;6;60;1
1;0;400;0;348;10;51;0;0;0;27;6;0;1
0;0;900;0;745;6;158;0;0;0;27;6;0;1
0;0;500;0;398;10;58;0;0;0;27;6;0;1
1;0;600;0;454;3;170;0;0;0;27;6;0;1
1;0;600;0;429;10;60;0;0;0;27;6;0;1
0;0;1200;0;549;10;83;0;0;0;27;6;0;1
0;0;1200;0;519;6;113;0;0;0;27;6;0;1
0;0;1441;0;495;6;106;0;0;0;27;6;0;1
1;0;1500;0;300;3;111;0;0;0;27;6;0;1
3;0;397;0;398;5;97;0;0;1;66;480;0;1
0;0;360;0;406;12;55;0;0;0;61;420;0;1
0;1;1300;0;880;12;120;0;0;1;56;360;0;1
0;0;300;0;628;10;73;0;0;0;51;300;150;1
3;0;1154;0;537;3;146;0;0;1;51;300;146;1
0;0;768;0;315;6;71;0;0;1;44;216;0;1
0;0;3000;0;434;5;85;0;0;1;44;216;85;1
0;0;470;0;302;3;113;0;0;0;43;204;0;1
1;0;350;0;410;12;56;0;0;0;41;180;0;1
0;0;400;0;440;12;60;0;0;1;38;144;0;1
0;0;650;0;690;11;80;0;0;1;38;144;80;1
0;2;750;0;750;5;110;0;0;1;38;144;300;1
1;0;648;0;437;12;60;0;0;1;38;144;0;1
0;0;1000;0;584;12;79;0;0;1;38;144;0;1
0;0;1126;0;647;6;144;0;0;1;37;132;0;1
0;0;400;0;519;11;60;0;0;0;36;120;60;1
0;0;400;0;477;6;106;0;0;0;36;120;0;1
1;0;400;0;334;5;67;0;0;0;36;120;67;1
1;0;440;0;406;3;96;0;0;1;34;96;150;1
0;0;667;0;600;3;163;0;0;0;34;96;163;1
0;0;413;0;659;12;90;0;0;0;32;72;0;1
0;0;300;0;510;12;69;0;0;0;31;60;0;1
1;0;400;0;465;9;65;0;0;0;31;60;65;1
0;0;367;0;370;5;90;0;0;1;31;60;0;1
0;0;400;0;319;4;99;0;0;0;31;60;0;1
1;0;600;0;401;6;89;0;0;1;31;60;0;1
0;0;770;0;466;12;63;0;0;0;31;60;0;1
0;0;805;0;300;3;114;0;0;0;31;60;0;1
0;0;348;0;499;7;56;0;0;0;30;48;200;1
1;0;750;0;989;6;170;0;0;0;30;48;170;1
1;0;500;0;640;6;110;0;0;0;30;48;110;1
1;0;793;0;999;12;123;0;0;0;30;48;0;1
1;0;333;0;419;6;66;0;0;0;30;48;100;1
1;0;650;0;776;15;97;0;0;0;30;48;0;1
1;0;500;0;552;4;119;0;0;0;30;48;119;1
1;0;500;0;552;4;119;0;0;0;30;48;119;1
0;0;370;0;375;9;57;0;0;0;30;48;0;1
1;0;538;0;508;6;105;0;0;0;30;48;0;1
1;0;960;0;888;6;187;0;0;0;30;48;0;1
1;0;842;0;776;6;130;0;0;0;30;48;0;1
0;0;435;0;390;10;57;0;0;0;30;48;0;1
1;0;900;0;790;4;159;0;0;0;30;48;159;1
0;0;581;0;489;9;76;0;0;0;30;48;0;1
0;0;620;0;512;6;107;0;0;0;30;48;0;1
1;0;870;0;705;12;59;0;0;0;30;48;0;1
1;0;500;0;399;2;135;0;0;0;30;48;135;1
1;0;500;0;398;3;56;0;0;0;30;48;250;1
0;0;695;0;552;4;119;0;0;0;30;48;119;1
1;0;506;0;399;6;83;0;0;0;30;48;0;1
1;0;700;0;552;4;119;0;0;0;30;48;119;1
1;0;426;0;332;3;112;0;0;0;30;48;0;1
1;0;500;0;389;3;145;0;0;0;30;48;0;1
1;0;800;0;619;3;230;0;0;0;30;48;0;1
0;0;601;0;459;6;97;0;0;0;30;48;0;1
1;0;500;0;360;3;134;0;0;0;30;48;0;1
1;0;500;0;358;3;131;0;0;0;30;48;0;1
1;0;500;0;357;3;133;0;0;0;30;48;0;1
0;0;675;0;459;6;79;0;0;0;30;48;79;1
1;0;850;0;571;1;126;0;0;0;30;48;450;1
1;0;915;0;612;3;205;0;0;0;30;48;0;1
0;0;713;0;473;9;81;0;0;0;30;48;0;1
1;0;800;0;529;6;72;0;0;0;30;48;100;1
1;0;485;0;318;2;108;0;0;0;30;48;108;1
0;0;900;0;588;6;101;0;0;0;30;48;101;1
1;0;500;0;321;3;119;0;0;0;30;48;0;1
0;0;772;0;487;9;74;0;0;0;30;48;0;1
1;0;687;0;429;3;162;0;0;0;30;48;0;1
1;0;889;0;552;4;119;0;0;0;30;48;119;1
0;0;1200;0;728;12;90;0;0;0;30;48;0;1
1;0;500;0;302;3;115;0;0;0;30;48;0;1
