"atividadeescolar";"atividadelazer";"atividadeoutra";"atividadegrupo";"atividadesconcluidas";"dificuldadeutilizacao";"tiposoftware";"localutilizacao";"tipoatividade";"disciplina"
t;f;f;t;"T";"N";"Software Multiatividades";"Laboratório";"Entrevista";"Matemática"
t;f;f;t;"T";"N";"Suíte de aplicativos para escritório";"Laboratório";"Entrevista";"Matemática"
t;f;f;t;"T";"N";"Software de Desenho";"Laboratório";"Entrevista";"Matemática"
t;f;f;t;"T";"N";"Software Multiatividades";"Sala de Aula";"Entrevista";"Língua Portuguesa"
t;f;f;t;"T";"N";"Suíte de aplicativos para escritório";"Sala de Aula";"Entrevista";"Língua Portuguesa"
t;f;f;t;"T";"N";"Software de Desenho";"Sala de Aula";"Entrevista";"Língua Portuguesa"
t;f;f;t;"T";"N";"Software Multiatividades";"Pátio da escola";"Entrevista";"Língua Portuguesa"
t;f;f;t;"T";"N";"Suíte de aplicativos para escritório";"Pátio da escola";"Entrevista";"Língua Portuguesa"
t;f;f;t;"T";"N";"Software de Desenho";"Pátio da escola";"Entrevista";"Língua Portuguesa"
t;f;f;t;"T";"N";"Software Multiatividades";"Casa";"Entrevista";"Língua Portuguesa"
t;f;f;t;"T";"N";"Suíte de aplicativos para escritório";"Casa";"Entrevista";"Língua Portuguesa"
t;f;f;t;"T";"N";"Software de Desenho";"Casa";"Entrevista";"Língua Portuguesa"
t;f;f;t;"T";"N";"Software Multiatividades";"Laboratório";"Entrevista";"Língua Portuguesa"
t;f;f;t;"T";"N";"Suíte de aplicativos para escritório";"Laboratório";"Entrevista";"Língua Portuguesa"
t;f;f;t;"T";"N";"Software de Desenho";"Laboratório";"Entrevista";"Língua Portuguesa"
t;f;f;t;"T";"N";"Software Multiatividades";"Sala de Aula";"Pesquisa";"Educação Física"
t;f;f;t;"T";"N";"Suíte de aplicativos para escritório";"Sala de Aula";"Pesquisa";"Educação Física"
t;f;f;t;"T";"N";"Software de Desenho";"Sala de Aula";"Pesquisa";"Educação Física"
t;f;f;t;"T";"N";"Software Multiatividades";"Pátio da escola";"Pesquisa";"Educação Física"
t;f;f;t;"T";"N";"Suíte de aplicativos para escritório";"Pátio da escola";"Pesquisa";"Educação Física"
t;f;f;t;"T";"N";"Software de Desenho";"Pátio da escola";"Pesquisa";"Educação Física"
t;f;f;t;"T";"N";"Software Multiatividades";"Casa";"Pesquisa";"Educação Física"
t;f;f;t;"T";"N";"Suíte de aplicativos para escritório";"Casa";"Pesquisa";"Educação Física"
t;f;f;t;"T";"N";"Software de Desenho";"Casa";"Pesquisa";"Educação Física"
t;f;f;t;"T";"N";"Software Multiatividades";"Laboratório";"Pesquisa";"Educação Física"
t;f;f;t;"T";"N";"Suíte de aplicativos para escritório";"Laboratório";"Pesquisa";"Educação Física"
t;f;f;t;"T";"N";"Software de Desenho";"Laboratório";"Pesquisa";"Educação Física"
t;f;f;t;"T";"N";"Software Multiatividades";"Sala de Aula";"Pesquisa";"Artes"
t;f;f;t;"T";"N";"Suíte de aplicativos para escritório";"Sala de Aula";"Pesquisa";"Artes"
t;f;f;t;"T";"N";"Software de Desenho";"Sala de Aula";"Pesquisa";"Artes"
t;f;f;t;"T";"N";"Software Multiatividades";"Pátio da escola";"Pesquisa";"Artes"
t;f;f;t;"T";"N";"Suíte de aplicativos para escritório";"Pátio da escola";"Pesquisa";"Artes"
t;f;f;t;"T";"N";"Software de Desenho";"Pátio da escola";"Pesquisa";"Artes"
t;f;f;t;"T";"N";"Software Multiatividades";"Casa";"Pesquisa";"Artes"
t;f;f;t;"T";"N";"Suíte de aplicativos para escritório";"Casa";"Pesquisa";"Artes"
t;f;f;t;"T";"N";"Software de Desenho";"Casa";"Pesquisa";"Artes"
t;f;f;t;"T";"N";"Software Multiatividades";"Laboratório";"Pesquisa";"Artes"
t;f;f;t;"T";"N";"Suíte de aplicativos para escritório";"Laboratório";"Pesquisa";"Artes"
t;f;f;t;"T";"N";"Software de Desenho";"Laboratório";"Pesquisa";"Artes"
t;f;f;t;"T";"N";"Software Multiatividades";"Sala de Aula";"Pesquisa";"Inglês"
t;f;f;t;"T";"N";"Suíte de aplicativos para escritório";"Sala de Aula";"Pesquisa";"Inglês"
t;f;f;t;"T";"N";"Software de Desenho";"Sala de Aula";"Pesquisa";"Inglês"
t;f;f;t;"T";"N";"Software Multiatividades";"Pátio da escola";"Pesquisa";"Inglês"
t;f;f;t;"T";"N";"Suíte de aplicativos para escritório";"Pátio da escola";"Pesquisa";"Inglês"
t;f;f;t;"T";"N";"Software de Desenho";"Pátio da escola";"Pesquisa";"Inglês"
t;f;f;t;"T";"N";"Software Multiatividades";"Casa";"Pesquisa";"Inglês"
t;f;f;t;"T";"N";"Suíte de aplicativos para escritório";"Casa";"Pesquisa";"Inglês"
t;f;f;t;"T";"N";"Software de Desenho";"Casa";"Pesquisa";"Inglês"
t;f;f;t;"T";"N";"Software Multiatividades";"Laboratório";"Pesquisa";"Inglês"
t;f;f;t;"T";"N";"Suíte de aplicativos para escritório";"Laboratório";"Pesquisa";"Inglês"
t;f;f;t;"T";"N";"Software de Desenho";"Laboratório";"Pesquisa";"Inglês"
t;f;f;t;"T";"N";"Software Multiatividades";"Sala de Aula";"Pesquisa";"Geografia"
t;f;f;t;"T";"N";"Suíte de aplicativos para escritório";"Sala de Aula";"Pesquisa";"Geografia"
t;f;f;t;"T";"N";"Software de Desenho";"Sala de Aula";"Pesquisa";"Geografia"
t;f;f;t;"T";"N";"Software Multiatividades";"Pátio da escola";"Pesquisa";"Geografia"
t;f;f;t;"T";"N";"Suíte de aplicativos para escritório";"Pátio da escola";"Pesquisa";"Geografia"
t;f;f;t;"T";"N";"Software de Desenho";"Pátio da escola";"Pesquisa";"Geografia"
t;f;f;t;"T";"N";"Software Multiatividades";"Casa";"Pesquisa";"Geografia"
t;f;f;t;"T";"N";"Suíte de aplicativos para escritório";"Casa";"Pesquisa";"Geografia"
t;f;f;t;"T";"N";"Software de Desenho";"Casa";"Pesquisa";"Geografia"
t;f;f;t;"T";"N";"Software Multiatividades";"Laboratório";"Pesquisa";"Geografia"
t;f;f;t;"T";"N";"Suíte de aplicativos para escritório";"Laboratório";"Pesquisa";"Geografia"
t;f;f;t;"T";"N";"Software de Desenho";"Laboratório";"Pesquisa";"Geografia"
t;f;f;t;"T";"N";"Software Multiatividades";"Sala de Aula";"Pesquisa";"História"
t;f;f;t;"T";"N";"Suíte de aplicativos para escritório";"Sala de Aula";"Pesquisa";"História"
t;f;f;t;"T";"N";"Software de Desenho";"Sala de Aula";"Pesquisa";"História"
t;f;f;t;"T";"N";"Software Multiatividades";"Pátio da escola";"Pesquisa";"História"
t;f;f;t;"T";"N";"Suíte de aplicativos para escritório";"Pátio da escola";"Pesquisa";"História"
t;f;f;t;"T";"N";"Software de Desenho";"Pátio da escola";"Pesquisa";"História"
t;f;f;t;"T";"N";"Software Multiatividades";"Casa";"Pesquisa";"História"
t;f;f;t;"T";"N";"Suíte de aplicativos para escritório";"Casa";"Pesquisa";"História"
t;f;f;t;"T";"N";"Software de Desenho";"Casa";"Pesquisa";"História"
t;f;f;t;"T";"N";"Software Multiatividades";"Laboratório";"Pesquisa";"História"
t;f;f;t;"T";"N";"Suíte de aplicativos para escritório";"Laboratório";"Pesquisa";"História"
t;f;f;t;"T";"N";"Software de Desenho";"Laboratório";"Pesquisa";"História"
t;f;f;t;"T";"N";"Software Multiatividades";"Sala de Aula";"Pesquisa";"Ciências"
t;f;f;t;"T";"N";"Suíte de aplicativos para escritório";"Sala de Aula";"Pesquisa";"Ciências"
t;f;f;t;"T";"N";"Software de Desenho";"Sala de Aula";"Pesquisa";"Ciências"
t;f;f;t;"T";"N";"Software Multiatividades";"Pátio da escola";"Pesquisa";"Ciências"
t;f;f;t;"T";"N";"Suíte de aplicativos para escritório";"Pátio da escola";"Pesquisa";"Ciências"
t;f;f;t;"T";"N";"Software de Desenho";"Pátio da escola";"Pesquisa";"Ciências"
t;f;f;t;"T";"N";"Software Multiatividades";"Casa";"Pesquisa";"Ciências"
t;f;f;t;"T";"N";"Suíte de aplicativos para escritório";"Casa";"Pesquisa";"Ciências"
t;f;f;t;"T";"N";"Software de Desenho";"Casa";"Pesquisa";"Ciências"
t;f;f;t;"T";"N";"Software Multiatividades";"Laboratório";"Pesquisa";"Ciências"
t;f;f;t;"T";"N";"Suíte de aplicativos para escritório";"Laboratório";"Pesquisa";"Ciências"
t;f;f;t;"T";"N";"Software de Desenho";"Laboratório";"Pesquisa";"Ciências"
t;f;f;t;"T";"N";"Software Multiatividades";"Sala de Aula";"Pesquisa";"Matemática"
t;f;f;t;"T";"N";"Suíte de aplicativos para escritório";"Sala de Aula";"Pesquisa";"Matemática"
t;f;f;t;"T";"N";"Software de Desenho";"Sala de Aula";"Pesquisa";"Matemática"
t;f;f;t;"T";"N";"Software Multiatividades";"Pátio da escola";"Pesquisa";"Matemática"
t;f;f;t;"T";"N";"Suíte de aplicativos para escritório";"Pátio da escola";"Pesquisa";"Matemática"
t;f;f;t;"T";"N";"Software de Desenho";"Pátio da escola";"Pesquisa";"Matemática"
t;f;f;t;"T";"N";"Software Multiatividades";"Casa";"Pesquisa";"Matemática"
t;f;f;t;"T";"N";"Suíte de aplicativos para escritório";"Casa";"Pesquisa";"Matemática"
t;f;f;t;"T";"N";"Software de Desenho";"Casa";"Pesquisa";"Matemática"
t;f;f;t;"T";"N";"Software Multiatividades";"Laboratório";"Pesquisa";"Matemática"
t;f;f;t;"T";"N";"Suíte de aplicativos para escritório";"Laboratório";"Pesquisa";"Matemática"
t;f;f;t;"T";"N";"Software de Desenho";"Laboratório";"Pesquisa";"Matemática"
t;f;f;t;"T";"N";"Software Multiatividades";"Sala de Aula";"Pesquisa";"Língua Portuguesa"
t;f;f;t;"T";"N";"Suíte de aplicativos para escritório";"Sala de Aula";"Pesquisa";"Língua Portuguesa"
t;f;f;t;"T";"N";"Software de Desenho";"Sala de Aula";"Pesquisa";"Língua Portuguesa"
t;f;f;t;"T";"N";"Software Multiatividades";"Pátio da escola";"Pesquisa";"Língua Portuguesa"
t;f;f;t;"T";"N";"Suíte de aplicativos para escritório";"Pátio da escola";"Pesquisa";"Língua Portuguesa"
t;f;f;t;"T";"N";"Software de Desenho";"Pátio da escola";"Pesquisa";"Língua Portuguesa"
t;f;f;t;"T";"N";"Software Multiatividades";"Casa";"Pesquisa";"Língua Portuguesa"
t;f;f;t;"T";"N";"Suíte de aplicativos para escritório";"Casa";"Pesquisa";"Língua Portuguesa"
t;f;f;t;"T";"N";"Software de Desenho";"Casa";"Pesquisa";"Língua Portuguesa"
t;f;f;t;"T";"N";"Software Multiatividades";"Laboratório";"Pesquisa";"Língua Portuguesa"
t;f;f;t;"T";"N";"Suíte de aplicativos para escritório";"Laboratório";"Pesquisa";"Língua Portuguesa"
t;f;f;t;"T";"N";"Software de Desenho";"Laboratório";"Pesquisa";"Língua Portuguesa"
t;f;f;t;"T";"N";"Navegador Web";"Sala de Aula";"Leitura";"Ciências"
t;f;f;t;"T";"N";"Navegador Web";"Sala de Aula";"Leitura";"Ciências"
t;f;f;t;"T";"N";"Navegador Web";"Sala de Aula";"Leitura";"Ciências"
t;f;f;t;"T";"N";"Navegador Web";"Casa";"Leitura";"Ciências"
t;f;f;t;"T";"N";"Navegador Web";"Casa";"Leitura";"Ciências"
t;f;f;t;"T";"N";"Navegador Web";"Casa";"Leitura";"Ciências"
t;f;f;t;"T";"N";"Navegador Web";"Sala de Aula";"Leitura";"Língua Portuguesa"
t;f;f;t;"T";"N";"Navegador Web";"Sala de Aula";"Leitura";"Língua Portuguesa"
t;f;f;t;"T";"N";"Navegador Web";"Sala de Aula";"Leitura";"Língua Portuguesa"
t;f;f;t;"T";"N";"Navegador Web";"Casa";"Leitura";"Língua Portuguesa"
t;f;f;t;"T";"N";"Navegador Web";"Casa";"Leitura";"Língua Portuguesa"
t;f;f;t;"T";"N";"Navegador Web";"Casa";"Leitura";"Língua Portuguesa"
t;f;f;t;"T";"N";"Navegador Web";"Sala de Aula";"Pesquisa";"Ciências"
t;f;f;t;"T";"N";"Navegador Web";"Sala de Aula";"Pesquisa";"Ciências"
t;f;f;t;"T";"N";"Navegador Web";"Sala de Aula";"Pesquisa";"Ciências"
t;f;f;t;"T";"N";"Navegador Web";"Casa";"Pesquisa";"Ciências"
t;f;f;t;"T";"N";"Navegador Web";"Casa";"Pesquisa";"Ciências"
t;f;f;t;"T";"N";"Navegador Web";"Casa";"Pesquisa";"Ciências"
t;f;f;t;"T";"N";"Navegador Web";"Sala de Aula";"Pesquisa";"Língua Portuguesa"
t;f;f;t;"T";"N";"Navegador Web";"Sala de Aula";"Pesquisa";"Língua Portuguesa"
t;f;f;t;"T";"N";"Navegador Web";"Sala de Aula";"Pesquisa";"Língua Portuguesa"
t;f;f;t;"T";"N";"Navegador Web";"Casa";"Pesquisa";"Língua Portuguesa"
t;f;f;t;"T";"N";"Navegador Web";"Casa";"Pesquisa";"Língua Portuguesa"
t;f;f;t;"T";"N";"Navegador Web";"Casa";"Pesquisa";"Língua Portuguesa"
t;f;f;t;"T";"M";"Suíte de aplicativos para escritório";"Sala de Aula";"Exercício";"Língua Portuguesa"
t;f;f;t;"T";"M";"Suíte de aplicativos para escritório";"Sala de Aula";"Leitura";"Língua Portuguesa"
t;f;f;t;"T";"M";"Software de Desenho";"Sala de Aula";"Leitura";"Ciências"
t;f;f;t;"T";"M";"Suíte de aplicativos para escritório";"Sala de Aula";"Leitura";"Ciências"
t;f;f;t;"T";"M";"Software de Desenho";"Sala de Aula";"Leitura";"Língua Portuguesa"
t;f;f;t;"T";"M";"Suíte de aplicativos para escritório";"Sala de Aula";"Leitura";"Língua Portuguesa"
t;f;f;t;"T";"M";"Software de Desenho";"Sala de Aula";"Excursão Cultural";"Ciências"
t;f;f;t;"T";"M";"Suíte de aplicativos para escritório";"Sala de Aula";"Excursão Cultural";"Ciências"
t;f;f;t;"T";"M";"Software de Desenho";"Sala de Aula";"Excursão Cultural";"Língua Portuguesa"
t;f;f;t;"T";"M";"Suíte de aplicativos para escritório";"Sala de Aula";"Excursão Cultural";"Língua Portuguesa"
t;f;f;t;"T";"P";"Navegador Web";"Sala de Aula";"Exercício";"Língua Portuguesa"
t;f;f;t;"T";"P";"Navegador Web";"Sala de Aula";"Exercício";"Língua Portuguesa"
t;f;f;t;"T";"P";"Navegador Web";"Sala de Aula";"Exercício";"Língua Portuguesa"
t;f;f;t;"T";"P";"Navegador Web";"Sala de Aula";"Jogos";"Língua Portuguesa"
t;f;f;t;"T";"P";"Navegador Web";"Sala de Aula";"Jogos";"Língua Portuguesa"
t;f;f;t;"T";"P";"Navegador Web";"Sala de Aula";"Jogos";"Língua Portuguesa"
t;f;f;t;"T";"P";"Navegador Web";"Sala de Aula";"Leitura";"Língua Portuguesa"
t;f;f;t;"T";"P";"Navegador Web";"Sala de Aula";"Leitura";"Língua Portuguesa"
t;f;f;t;"T";"P";"Navegador Web";"Sala de Aula";"Leitura";"Língua Portuguesa"
t;f;f;f;"T";"N";"Navegador Web";"Sala de Aula";"Jogos";"Língua Portuguesa"
t;f;t;f;"T";"N";"Suíte de aplicativos para escritório";"Sala de Aula";"Exercício";"Ciências"
t;f;t;f;"T";"N";"Suíte de aplicativos para escritório";"Passeio particular";"Exercício";"Ciências"
t;f;t;f;"T";"N";"Suíte de aplicativos para escritório";"Laboratório";"Exercício";"Ciências"
t;f;t;f;"T";"N";"Suíte de aplicativos para escritório";"Sala de Aula";"Exercício";"Matemática"
t;f;t;f;"T";"N";"Suíte de aplicativos para escritório";"Passeio particular";"Exercício";"Matemática"
t;f;t;f;"T";"N";"Suíte de aplicativos para escritório";"Laboratório";"Exercício";"Matemática"
f;t;f;t;"T";"N";"Navegador Web";"Biblioteca";"Exercício";"Educação Física"
f;t;f;t;"T";"N";"Navegador Web";"Laboratório";"Exercício";"Educação Física"
f;t;f;t;"T";"N";"Navegador Web";"Biblioteca";"Exercício";"Artes"
f;t;f;t;"T";"N";"Navegador Web";"Laboratório";"Exercício";"Artes"
f;f;t;f;"T";"P";"Navegador Web";"Sala de Aula";"Entrevista";"Outras"
f;f;t;f;"T";"P";"Navegador Web";"Sala de Aula";"Entrevista";"Outras"
f;f;t;f;"T";"P";"Navegador Web";"Sala de Aula";"Palestra";"Outras"
f;f;t;f;"T";"P";"Navegador Web";"Sala de Aula";"Palestra";"Outras"
f;f;t;t;"A";"P";"Navegador Web";"Sala de Aula";"Entrevista";"História"
t;f;f;f;"T";"N";"Navegador Web";"Sala de Aula";"Outros";"Outras"
t;f;f;f;"T";"N";"Navegador Web";"Biblioteca";"Outros";"Outras"
t;f;f;f;"T";"N";"Navegador Web";"Sala de Aula";"Pesquisa";"Língua Portuguesa"
t;f;f;f;"T";"N";"Navegador Web";"Sala de Aula";"Jogos";"Língua Portuguesa"
t;f;f;t;"T";"P";"Navegador Web";"Sala de Aula";"Palestra";"Outras"
t;f;f;t;"T";"P";"Navegador Web";"Sala de Aula";"Pesquisa";"Matemática"
t;f;f;t;"T";"P";"Editor de Texto";"Sala de Aula";"Pesquisa";"Matemática"
t;f;f;f;"T";"N";"Navegador Web";"Sala de Aula";"Exercício";"Matemática"
t;f;f;f;"T";"N";"Suíte de aplicativos para escritório";"Sala de Aula";"Exercício";"Matemática"
t;f;f;f;"T";"N";"Suíte de aplicativos para escritório";"Sala de Aula";"Exercício";"Matemática"
t;f;f;t;"T";"N";"Navegador Web";"Sala de Aula";"Palestra";"Outras"
t;f;f;t;"T";"N";"Navegador Web";"Sala de Aula";"Exercício";"Matemática"
t;f;f;t;"T";"N";"Editor de Texto";"Sala de Aula";"Exercício";"Matemática"
t;f;f;t;"T";"N";"Editor de Texto";"Sala de Aula";"Exercício";"Matemática"
t;f;f;f;"A";"N";"Navegador Web";"Sala de Aula";"Pesquisa";"Ciências"
t;f;f;f;"A";"N";"Navegador Web";"Sala de Aula";"Exercício";"Língua Portuguesa"
f;f;t;t;"T";"N";"Navegador Web";"Casa";"Pesquisa";"História"
t;f;f;f;"T";"N";"Navegador Web";"Casa";"Outros";"Outras"
t;f;f;f;"T";"N";"Navegador Web";"Casa";"Outros";"Outras"
t;f;f;t;"T";"N";"Navegador Web";"Sala de Aula";"Pesquisa";"Outras"
t;f;f;t;"T";"N";"Suíte de aplicativos para escritório";"Sala de Aula";"Pesquisa";"Outras"
t;f;f;t;"T";"N";"Editor de Texto";"Sala de Aula";"Pesquisa";"Outras"
t;f;f;t;"T";"N";"Editor de Texto";"Sala de Aula";"Pesquisa";"Outras"
t;f;f;t;"T";"N";"Editor de Texto";"Sala de Aula";"Pesquisa";"Outras"
t;f;f;t;"T";"N";"Editor de Texto";"Sala de Aula";"Pesquisa";"Outras"
t;f;f;t;"T";"N";"Navegador Web";"Sala de Aula";"Pesquisa";"Matemática"
t;f;f;t;"T";"N";"Suíte de aplicativos para escritório";"Sala de Aula";"Pesquisa";"Matemática"
t;f;f;t;"T";"N";"Editor de Texto";"Sala de Aula";"Pesquisa";"Matemática"
t;f;f;t;"T";"N";"Editor de Texto";"Sala de Aula";"Pesquisa";"Matemática"
t;f;f;t;"T";"N";"Editor de Texto";"Sala de Aula";"Pesquisa";"Matemática"
t;f;f;t;"T";"N";"Editor de Texto";"Sala de Aula";"Pesquisa";"Matemática"
t;f;f;t;"T";"N";"Navegador Web";"Sala de Aula";"Produção de Material (Texto, Vídeo, etc)";"Outras"
t;f;f;t;"T";"N";"Suíte de aplicativos para escritório";"Sala de Aula";"Produção de Material (Texto, Vídeo, etc)";"Outras"
t;f;f;t;"T";"N";"Editor de Texto";"Sala de Aula";"Produção de Material (Texto, Vídeo, etc)";"Outras"
t;f;f;t;"T";"N";"Editor de Texto";"Sala de Aula";"Produção de Material (Texto, Vídeo, etc)";"Outras"
t;f;f;t;"T";"N";"Editor de Texto";"Sala de Aula";"Produção de Material (Texto, Vídeo, etc)";"Outras"
t;f;f;t;"T";"N";"Editor de Texto";"Sala de Aula";"Produção de Material (Texto, Vídeo, etc)";"Outras"
t;f;f;t;"T";"N";"Navegador Web";"Sala de Aula";"Produção de Material (Texto, Vídeo, etc)";"Matemática"
t;f;f;t;"T";"N";"Suíte de aplicativos para escritório";"Sala de Aula";"Produção de Material (Texto, Vídeo, etc)";"Matemática"
t;f;f;t;"T";"N";"Editor de Texto";"Sala de Aula";"Produção de Material (Texto, Vídeo, etc)";"Matemática"
t;f;f;t;"T";"N";"Editor de Texto";"Sala de Aula";"Produção de Material (Texto, Vídeo, etc)";"Matemática"
t;f;f;t;"T";"N";"Editor de Texto";"Sala de Aula";"Produção de Material (Texto, Vídeo, etc)";"Matemática"
t;f;f;t;"T";"N";"Editor de Texto";"Sala de Aula";"Produção de Material (Texto, Vídeo, etc)";"Matemática"
f;t;f;f;"A";"M";"Navegador Web";"Biblioteca";"Aula Passeio";"Educação Física"
f;t;f;f;"A";"M";"Navegador Web";"Casa";"Aula Passeio";"Educação Física"
f;t;f;f;"A";"M";"Navegador Web";"Biblioteca";"Outros";"Educação Física"
f;t;f;f;"A";"M";"Navegador Web";"Casa";"Outros";"Educação Física"
t;f;f;t;"T";"N";"Navegador Web";"Sala de Aula";"Entrevista";"Matemática"
f;f;t;t;"T";"N";"Navegador Web";"Sala de Aula";"Pesquisa";"História"
t;f;f;f;"T";"M";"Navegador Web";"Sala de Aula";"Apresentação Cultural (Teatro, Dança, etc)";"Língua Portuguesa"
f;t;f;t;"T";"M";"Navegador Web";"Sala de Aula";"Jogos";"Geografia"
f;t;f;t;"T";"M";"Navegador Web";"Sala de Aula";"Jogos";"Geografia"
f;t;f;t;"T";"M";"Navegador Web";"Sala de Aula";"Jogos";"Geografia"
f;t;f;t;"A";"P";"Navegador Web";"Sala de Aula";"Jogos";"Língua Portuguesa"
f;t;f;t;"A";"P";"Navegador Web";"Sala de Aula";"Jogos";"Língua Portuguesa"
f;t;f;t;"A";"P";"Navegador Web";"Sala de Aula";"Jogos";"Língua Portuguesa"
f;t;f;t;"A";"P";"Navegador Web";"Sala de Aula";"Jogos";"Língua Portuguesa"
f;t;f;t;"A";"P";"Navegador Web";"Sala de Aula";"Jogos";"Língua Portuguesa"
f;t;f;t;"A";"P";"Navegador Web";"Sala de Aula";"Jogos";"Língua Portuguesa"
f;t;f;t;"A";"P";"Navegador Web";"Sala de Aula";"Jogos";"Língua Portuguesa"
t;f;f;f;"T";"N";"Navegador Web";"Sala de Aula";"Exercício";"Língua Portuguesa"
t;f;f;f;"T";"N";"Navegador Web";"Sala de Aula";"Exercício";"Língua Portuguesa"
t;f;f;f;"T";"N";"Navegador Web";"Sala de Aula";"Pesquisa";"Língua Portuguesa"
t;f;f;f;"T";"N";"Navegador Web";"Sala de Aula";"Pesquisa";"Língua Portuguesa"
t;f;f;f;"T";"N";"Navegador Web";"Sala de Aula";"Exercício";"Geografia"
f;f;t;f;"T";"N";"Navegador Web";"Sala de Aula";"Aula Passeio";"Geografia"
f;f;t;f;"T";"N";"Navegador Web";"Sala de Aula";"Aula Passeio";"Geografia"
f;f;t;f;"T";"N";"Navegador Web";"Sala de Aula";"Outros";"Geografia"
f;f;t;f;"T";"N";"Navegador Web";"Sala de Aula";"Outros";"Geografia"
t;f;f;f;"T";"M";"Navegador Web";"Sala de Aula";"Exercício";"Geografia"
t;f;f;f;"T";"M";"Navegador Web";"Sala de Aula";"Outros";"Geografia"
t;f;f;f;"T";"P";"Navegador Web";"Sala de Aula";"Apresentação Cultural (Teatro, Dança, etc)";"Língua Portuguesa"
t;f;f;f;"T";"P";"Navegador Web";"Sala de Aula";"Outros";"Geografia"
t;f;f;f;"T";"P";"Navegador Web";"Sala de Aula";"Outros";"Geografia"
t;f;f;f;"T";"N";"Navegador Web";"Casa";"Pesquisa";"História"
